70	From Dusk Till Dawn	1996	3.4	36073
71	Fair Game	1995	2.1	1761
72	Kicking & Screaming	2005	3	14260
73	Les misérables	1998	3.6	7310
74	Bed of Roses	1996	3.2	3163
75	Big Bully	1996	2.4	1459
76	Screamers	1995	3	2070
77	Nico Icon	1995	4	87
78	The Crossing Guard	1995	3.3	2170
79	The Juror	1996	2.8	2266
80	Badkonake sefid	1995	4	547
81	Things to Do in Denver When You're Dead	1995	3.5	3197
82	Antonia	1995	4.2	1707
83	Once Upon a Time... When We Were Colored	1995	3.7	414
84	Last Summer in the Hamptons	1995	3.3	89
85	Angels and Insects	1995	3.3	635
86	White Squall	1996	3.2	3184
87	Dunston Checks In	1996	2.5	2935
88	Black Sheep	2006	3.2	19454
89	Nick of Time	1995	3.1	10563
90	The Journey of August King	1995	3.1	286
92	Mary Reilly	1996	2.8	3733
93	Vampire in Brooklyn	1995	2.4	6122
94	Beautiful Girls	1996	3.6	4674
95	Broken Arrow	1996	2.9	12489
96	In the Bleak Midwinter	1995	4.1	309
97	La haine	1995	4.3	11987
98	Going Shopping	2005	2.8	691
99	Heidi Fleiss: Hollywood Madam	1995	3	281
100	City Hall	1996	3	2730
101	Bottle Rocket	1996	3.7	16217
102	Mr. Wrong	1996	2.4	1544
103	Unforgettable	1996	3	358
104	Happy Gilmore	1996	3.7	114875
105	The Bridges of Madison County	1995	3.6	11573
106	Keiner liebt mich	1994	4.2	161
107	Muppet Treasure Island	1996	3.2	8588
110	Braveheart	1995	3.8	204275
111	Taxi Driver	1976	4.1	58145
112	Hung fan kui	1995	3.1	7517
113	Before and After	1996	3	1276
114	Margaret's Museum	1995	3.7	500
115	Le bonheur est dans le pré	1995	0	0
116	Anne Frank Remembered	1995	3.7	1076
117	The Young Poisoner's Handbook	1995	3.7	541
118	If Lucy Fell	1996	3.1	1202
119	Steal Big Steal Little	1995	2.9	555
120	Race the Sun	1996	2.9	822
121	The Boys of St. Vincent	1992	3.5	401
122	Boomerang	1992	2.8	4751
123	Chung Hing sam lam	1994	4.2	11068
124	L'uomo delle stelle	1995	3.7	543
125	Flirting with Disaster	1996	3.3	2127
126	The Neverending Story III	1994	0	0
128	Jupiter's Wife	1995	0	0
129	Pie in the Sky	1996	0	0
130	Angela's Ashes	1999	3.6	4588
131	Frankie Starlight	1995	3.8	133
132	The Curse of the Jade Scorpion	2001	3.1	4108
134	Sonic Outlaws	1995	0	0
135	Down Periscope	1996	2.8	3851
136	From the Journals of Jean Seberg	1995	4	30
137	Man of the Year	2006	3	29127
139	Hard Target	1993	0	0
140	Up Close & Personal	1996	3.2	2932
141	The Birdcage	1996	3.3	13502
143	Gospa	1995	4.5	1478
144	The Brothers McMullen	1995	3.2	1225
145	Bad Boys	1995	3.5	67658
146	The Amazing Panda Adventure	1995	3	1335
147	The Basketball Diaries	1995	3.5	12119
148	An Awfully Big Adventure	1995	3.2	1433
149	The Moguls	2005	3	8865
150	Apollo 13	1995	3.6	30565
151	Rob Roy	1995	3.3	5253
152	Basic Instinct 2	2006	2.5	28208
153	Batman Forever	1995	2.9	47498
154	Belle de jour	1967	4	1378
155	Beyond Rangoon	1995	3.5	3962
156	Blue in the Face	1995	3.5	1323
157	Canadian Bacon	1995	2.9	3460
158	Casper	1995	3	20672
159	Clockers	1995	3.5	2502
160	Congo	1995	2.6	7008
161	Crimson Tide	1995	3.5	11550
162	Crumb	1994	4	2689
163	Desperado	1995	3.5	23821
164	Devil in a Blue Dress	1995	3.3	2742
165	Die Hard: With a Vengeance	1995	3.6	61394
166	The Doom Generation	1995	3.3	2680
167	Feast of July	1995	2.9	226
168	First Knight	1995	3	13290
169	Free Willy 2: The Adventure Home	1995	2.8	8336
170	Hackers	1995	3.2	16863
171	Jeffrey	1995	3.4	836
172	Johnny Mnemonic	1995	2.5	7062
173	Judge Dredd	1995	2.5	10571
174	Jury Duty	1995	2.4	1843
175	Kids	1995	3.5	11282
176	Living in Oblivion	1995	3.8	1878
177	Lord of Illusions	1995	3	2344
178	Love & Human Remains	1993	0	0
179	Mad Love	1995	0	0
180	Mallrats	1995	3.6	40221
181	Mighty Morphin Power Rangers: The Movie	1995	2.7	5904
182	Moonlight and Valentino	1995	3.1	978
183	Mute Witness	1994	3.2	644
184	Nadja	1994	0	0
185	The Net	1995	2.8	10933
186	Nine Months	1995	2.7	8930
187	Party Girl	1995	3.5	1243
188	The Prophecy	1995	3.3	5062
189	The Reckless Moment	1949	0	0
190	Fail-Safe	1964	0	0
191	The Scarlet Letter	1995	2.9	3493
193	Showgirls	1995	2.3	7443
194	Smoke	1995	3.9	3101
195	Something to Talk About	1995	3	6137
196	Species	1995	2.7	6716
197	The Stars Fell on Henrietta	1995	3	66
198	Strange Days	1995	3.3	7016
199	Les parapluies de Cherbourg	1964	4.1	3199
200	The Tie That Binds	1995	3	286
201	Three Wishes	1995	3	1249
202	Total Eclipse	1995	3.4	2222
203	To Wong Foo Thanks for Everything, Julie Newmar	1995	3.1	6833
204	Under Siege 2: Dark Territory	1995	2.6	5213
205	Unstrung Heroes	1995	3.2	530
206	Unzipped	1995	3.3	64
207	A Walk in the Clouds	1995	3.3	12692
208	Waterworld	1995	2.6	18023
209	White Man's Burden	1995	2.8	1275
210	Wild Bill	1995	\N	\N
211	The Browning Version	1951	4.3	270
212	Bushwhacked	1995	2.6	1388
213	Utomlyonnye solntsem	1994	4.3	1533
214	Before the Rain	1994	4.4	1683
215	Before Sunrise	1995	4.1	20616
216	Billy Madison	1995	3.5	91595
217	The Babysitters	2007	2.9	1237
218	Boys on the Side	1995	3.1	4572
219	The Cure	1995	3.7	2207
220	Castle Freak	1995	0	0
222	Circle of Friends	1995	3.3	3292
223	Clerks.	1994	3.8	57642
224	Don Juan DeMarco	1994	3.3	14169
225	Disclosure	1994	2.8	3648
226	Tucker: The Man and His Dream	1988	3.2	1497
227	Drop Zone	1994	2.7	2485
228	Destiny Turns on the Radio	1995	2.6	446
229	Death and the Maiden	1994	3.6	1972
230	Dolores Claiborne	1995	3.4	4632
231	Dumb & Dumber	1994	3.3	95871
232	Yin shi nan nu	1994	4	3802
233	Exotica	1994	3.7	1837
234	Exit to Eden	1994	2.3	1694
235	Ed Wood	1994	3.7	28216
236	French Kiss	1995	3.2	11010
237	Forget Paris	1995	3	2108
238	Far from Home: The Adventures of Yellow Dog	1995	0	0
239	A Goofy Movie	1995	3.1	17024
240	Hideaway	1995	2.8	1077
241	Fluke	1995	3.4	1598
242	Farinelli	1994	3.8	1092
243	Flash Gordon	1980	3.1	6492
244	Gumby: The Movie	1995	0	0
245	The Glass Shield	1994	3	263
246	Hoop Dreams	1994	4.1	3243
247	Heavenly Creatures	1994	3.7	8208
248	Houseguest	1995	2.8	1745
249	Immortal Beloved	1994	3.8	4786
250	Heavy Weights	1995	0	0
251	The Hunted	2003	3	5362
252	I.Q.	1994	2.8	3758
253	Interview with the Vampire: The Vampire Chronicles	1994	3.7	77706
254	Jefferson in Paris	1995	2.8	404
255	The Jerky Boys	1995	0	0
256	Junior	1994	2.4	9754
257	Just Cause	1995	3.1	2888
258	A Kid in King Arthur's Court	1995	0	0
259	Kiss of Death	1995	2.9	2125
260	Star Wars	1977	4.1	147448
261	Little Women	1994	0	0
262	A Little Princess	1995	3.4	13643
263	Ladybird Ladybird	1994	4	368
264	L'enfer	1994	3.5	421
265	Como agua para chocolate	1992	3.9	5713
266	Legends of the Fall	1994	0	0
267	Major Payne	1995	2.9	8555
268	Little Odessa	1994	3.5	985
269	Mi vida loca	1993	3.9	2251
270	Love Affair	1994	3.5	1260
271	Losing Isaiah	1995	3.6	2364
272	The Madness of King George	1994	3.6	1886
273	Frankenstein	1931	3.6	7211
274	Man of the House	2005	3.1	10877
275	Mixed Nuts	1994	2.9	2410
276	Milk Money	1994	2.7	2126
277	Miracle on 34th Street	1947	3.5	5409
278	Miami Rhapsody	1995	2.6	766
279	My Family	1995	3.9	1137
280	Murder in the First	1995	3.5	3888
281	Nobody's Fool	1986	3	289
282	Nell	1994	3.1	5373
283	New Jersey Drive	1995	3.8	814
284	Nyû Yôku no koppu	1993	0	0
285	Beyond Bedlam	1994	0	0
286	Nemesis 2: Nebula	1995	0	0
287	Nina Takes a Lover	1994	3.4	125
288	Natural Born Killers	1994	3.5	39062
289	Only You	1994	3.3	4388
290	Once Were Warriors	1994	0	0
291	Poison Ivy II	1996	0	0
292	Outbreak	1995	3.1	10732
293	Léon	1994	4.1	59011
294	The Perez Family	1995	3.2	500
295	A Pyromaniac's Love Story	1995	3.1	773
296	Pulp Fiction	1994	4.2	249269
297	The Pink Panther 2	2009	3.1	77879
298	Tui shou	1992	0	0
299	Priest	1994	3.8	1042
300	Quiz Show	1994	3.5	5428
301	Picture Bride	1994	3.7	324
302	La reine Margot	1994	4	2511
303	The Quick and the Dead	1995	3.1	12178
304	Roommates	1995	3.2	387
305	Prêt-à-Porter	1994	2.5	1885
306	Trois couleurs: Rouge	1994	4.2	9557
307	Trois couleurs: Bleu	1993	4.2	11731
308	Trzy kolory: Bialy	1994	3.9	5105
309	Pao Da Shuang Deng	1994	4.6	71
310	Rent-a-Kid	1995	0	0
312	Stuart Saves His Family	1995	2.6	531
313	The Swan Princess	1994	3.1	5951
314	The Secret of Roan Inish	1994	3.9	1439
315	The Specialist	1994	2.5	5147
316	Stargate	1994	3.3	23611
317	Santa Claus	1985	3.1	2513
318	The Shawshank Redemption	1994	4.4	168839
319	Shallow Grave	1994	3.6	9041
320	Suture	1993	3.6	236
321	Fresa y chocolate	1994	3.9	848
322	Swimming with Sharks	1994	3.6	2888
324	The Sum of Us	1994	3.6	1056
325	Senior Trip	1995	3	1370
326	Huozhe	1994	4.3	1836
327	Tank Girl	1995	2.8	7013
328	Tales from the Crypt: Demon Knight	1995	3.2	4989
329	Star Trek: Generations	1994	3.3	15342
330	Tales from the Hood	1995	3.1	2119
331	Tom & Viv	1994	3.4	351
332	Village of the Damned	1995	2.7	4194
333	Tommy Boy	1995	3.6	34476
334	Vanya on 42nd Street	1994	3.7	466
335	Underneath	1995	3	405
336	Incubo sulla città contaminata	1980	0	0
337	What's Eating Gilbert Grape	1993	3.7	57512
338	Virtuosity	1995	2.8	4167
339	While You Were Sleeping	1995	3.2	25923
340	War	2007	0	0
341	Double Happiness	1994	3.4	627
342	Muriel's Wedding	1994	3.4	8356
343	The Baby-Sitters Club	1995	2.9	1930
344	Ace Ventura: Pet Detective	1994	3.1	163811
345	The Adventures of Priscilla, Queen of the Desert	1994	3.7	8695
346	Backbeat	1994	3.3	926
347	Bitter Moon	1992	3.8	3436
348	Bullets Over Broadway	1994	3.6	3913
349	Clear and Present Danger	1994	3.3	11095
350	The Client	1994	3.3	7408
351	Corrina, Corrina	1994	3.1	4265
352	Crooklyn	1994	4.1	3115
353	The Crow	1994	3.8	64467
354	Cobb	1994	3.2	875
355	The Flintstones	1994	2.5	11823
356	Forrest Gump	1994	4.1	205253
357	Four Weddings and a Funeral	1994	3.2	21524
358	Higher Learning	1995	3.5	4026
359	I Like It Like That	1994	4	625
360	I Love Trouble	1994	\N	\N
361	It Could Happen to You	1994	3	6180
362	The Jungle Book	1967	3.5	35715
363	Die Macht der Bilder: Leni Riefenstahl	1993	3.7	257
364	The Lion King	1994	3.9	127550
365	Little Buddha	1993	3.1	2898
366	New Nightmare	1994	3.2	11902
367	The Mask	1994	3.2	68419
368	Maverick	1994	3.2	11507
369	Mrs. Parker and the Vicious Circle	1994	3.5	634
370	Naked Gun 33 1/3: The Final Insult	1994	2.9	10482
371	The Paper	1994	3.1	1357
372	Reality Bites	1994	3.3	10533
373	Red Rock West	1993	0	0
374	Ri¢hie Ri¢h	1994	2.5	10242
375	Safe Passage	1994	3.4	310
376	The River Wild	1994	2.9	5610
377	Speed	1994	3.3	51008
378	Speechless	1994	2.8	683
379	Timecop	1994	2.6	6534
380	True Lies	1994	3.2	27905
381	When a Man Loves a Woman	1994	3.3	6791
382	Wolf	1994	2.8	6634
383	Wyatt Earp	1994	3.2	8070
384	Bad Company	2002	2.8	6415
385	A Man of No Importance	1994	3.6	111
386	S.F.W.	1994	3	1184
387	A Low Down Dirty Shame	1994	2.9	3460
388	This Boy's Life	1993	3.5	5072
389	Le colonel Chabert	1994	3.6	142
390	Faster, Pussycat! Kill! Kill!	1965	3.8	3351
391	Jason's Lyric	1994	4	2470
392	The Secret Adventures of Tom Thumb	1993	0	0
393	Street Fighter	1994	2.2	10305
394	In Cold Blood	1967	3.8	2614
395	Desert Winds	1995	4	36
396	Fall Time	1995	0	0
397	Cape Fear	1991	3.4	13943
398	Frank and Ollie	1995	3.9	177
401	Mirage	1965	0	0
402	Open Season	2006	3.4	91895
404	Brother Minister: The Assassination of Malcolm X	1994	4.2	76
405	Highlander III: The Sorcerer	1994	0	0
406	Federal Hill	1994	3	131
407	In the Mouth of Madness	1995	3.5	5731
408	8 Seconds	1994	3.6	7861
409	Above the Rim	1994	3.5	4319
410	Addams Family Values	1993	3.1	21548
412	The Age of Innocence	1993	\N	\N
413	Airheads	1994	2.9	13551
414	The Air Up There	1994	2.6	2385
415	Another Stakeout	1993	2.5	1861
416	Bad Girls	1994	2.8	5946
417	Vicky Cristina Barcelona	2008	3.6	45494
418	Being Human	2008	\N	\N
419	The Beverly Hillbillies	1993	2.5	4897
420	Beverly Hills Cop III	1994	2.9	12777
421	Black Beauty	1994	0	0
423	Blown Away	1994	2.9	3591
424	Blue Chips	1994	3	1545
425	Blue Sky	1994	3.2	809
426	Invasion of the Body Snatchers	1956	3.6	3820
427	Boxing Helena	1993	2.6	1775
428	A Bronx Tale	1993	3.9	17840
429	Cabin Boy	1994	2.4	1694
430	Calendar Girls	2003	3.1	8453
431	Carlito's Way	1993	3.8	32475
432	City Slickers II: The Legend of Curly's Gold	1994	2.7	5885
433	Clean Slate	1994	2.5	630
434	Cliffhanger	1993	2.8	9768
435	Coneheads	1993	2.6	9202
436	Color of Night	1994	2.7	3955
437	Cops and Robbersons	1994	2.5	1201
438	The Cowboy Way	1994	3	2782
440	Dave	1993	3.1	4985
441	Dazed and Confused	1993	3.8	45956
442	Demolition Man	1993	3	16135
443	The Endless Summer 2	1994	4	802
444	Even Cowgirls Get the Blues	1993	2.6	1583
445	Fatal Instinct	1993	2.6	808
446	Ba wang bie ji	1993	4.1	4321
447	The Favor	1994	2.8	891
448	Huo Yuan Jia	2006	0	0
449	Fear of a Black Hat	1994	3.8	898
450	With Honors	1994	3.3	3484
451	Flesh and Bone	1993	3	851
452	Widows' Peak	1994	3.2	348
453	For Love or Money	1993	\N	\N
454	The Firm	1993	3.2	11507
455	Free Willy	1993	2.9	19451
456	Fresh	1994	4	1823
457	The Fugitive	1993	3.6	28862
458	Geronimo: An American Legend	1993	3.2	1686
459	A Perfect Getaway	2009	3.2	102622
460	Getting Even with Dad	1994	2.4	2200
461	Go Fish	1994	3.2	898
462	A Good Man in Africa	1994	2.9	306
463	Guilty as Sin	1993	2.8	474
464	Hard Target	1993	0	0
465	Heaven & Earth	1993	3.6	1458
466	Hot Shots! Part Deux	1993	3	9890
467	Live Nude Girls	1995	3.2	368
468	The Englishman Who Went Up a Hill But Came Down a Mountain	1995	3	3033
469	The House of the Spirits	1993	3.7	3169
470	House Party 3	1994	0	0
471	The Hudsucker Proxy	1994	3.6	10291
472	I'll Do Anything	1994	3	481
473	In the Army Now	1994	2.5	3672
474	In the Line of Fire	1993	3.4	7831
475	In the Name of the Father	1993	4	10715
476	The Inkwell	1994	3.8	507
477	What's Love Got to Do with It	1993	3.6	9612
478	Jimmy Hollywood	1994	2.5	544
479	Judgment Night	1993	3.1	2059
480	Jurassic Park	1993	3.6	91260
481	Kalifornia	1993	3.2	9852
482	Killing Zoe	1993	3.4	3407
483	King of the Hill	1993	3.6	963
484	Lassie	1994	2.9	2576
485	Last Action Hero	1993	2.6	11445
486	Life with Mikey	1993	2.8	1377
487	Lightning Jack	1994	2.8	2199
488	M. Butterfly	1993	0	0
489	Made in America	1993	2.5	4179
490	Malice	1993	3	2429
491	The Man Without a Face	1993	3.1	5277
492	Manhattan Murder Mystery	1993	3.7	4405
493	Menace II Society	1993	3.8	14420
494	Executive Decision	1996	2.9	5176
495	Ai no korîda	1976	3.5	1565
496	What Happened Was...	1994	4.1	120
497	Much Ado About Nothing	1993	3.6	9764
498	Mr. Jones	1993	3	1067
499	Mr. Wonderful	1993	3.1	870
500	Mrs. Doubtfire	1993	3.4	61130
501	Naked	1993	4.3	3386
502	The Next Karate Kid	1994	0	0
503	The New Age	1994	3.1	82
504	No Escape	1994	3	2147
505	North	1994	2.6	2932
506	Orlando	1992	3.9	2705
507	A Perfect World	1993	3.5	7814
508	Philadelphia	1993	3.7	20896
509	The Piano	1993	3.7	12303
510	Poetic Justice	1993	3.4	5709
511	The Program	1993	3.6	2842
512	The Puppet Masters	1994	2.8	1068
513	Radioland Murders	1994	3.1	601
514	The Ref	1994	3.3	3390
515	The Remains of the Day	1993	3.8	6319
516	Renaissance Man	1994	2.9	2575
517	Rising Sun	1993	2.9	4796
518	The Road to Wellville	1994	2.8	1442
519	RoboCop 3	1993	2.3	6600
520	Robin Hood: Men in Tights	1993	3.5	45946
521	Romeo Is Bleeding	1993	3.3	1704
522	Romper Stomper	1992	3.5	11581
523	Ruby in Paradise	1993	3.8	186
524	Rudy	1993	3.7	21916
525	The Saint of Fort Washington	1993	3.9	305
526	Les nuits fauves	1992	0	0
527	Schindler's List	1993	4.3	83125
528	The Last Boy Scout	1991	3.3	11177
529	Searching for Bobby Fischer	1993	3.5	3580
530	Second Best	2004	3	174
531	The Secret Garden	1993	3.3	14794
532	Serial Mom	1994	3	6394
533	Kagemusha	1980	4.2	4005
534	Shadowlands	1993	3.9	3260
535	Short Cuts	1993	3.9	5867
536	A Simple Twist of Fate	1994	3.1	1672
537	Sairen	2006	0	0
538	Six Degrees of Separation	1993	3.3	3720
539	Sleepless in Seattle	1993	3.3	36965
540	Sliver	1993	2.5	2511
541	Blade Runner	1982	0	0
542	Son in Law	1993	2.9	5679
543	So I Married an Axe Murderer	1993	3	11154
544	Striking Distance	1993	2.8	4532
545	Harem suaré	1999	0	0
546	Super Mario Bros.	1993	\N	\N
547	Surviving the Game	1994	3	1673
548	Terminal Velocity	1994	2.6	1883
549	Thirty Two Short Films About Glenn Gould	1993	3.8	1129
550	Threesome	1994	3	1708
551	The Nightmare Before Christmas	1993	3.8	124838
552	The Three Musketeers	1993	3.2	13783
553	Tombstone	1993	3.8	31660
554	Law & Order: Trial by Jury	2005	\N	\N
555	True Romance	1993	3.9	43205
556	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	4.2	33662
558	The Pagemaster	1994	2.8	7531
559	2 Days in Paris	2007	3.6	27100
560	The Beans of Egypt, Maine	1994	0	0
561	Killer Movie	2008	0	0
562	Welcome to the Dollhouse	1995	3.7	6911
563	Germinal	1993	3.7	511
564	Chugyeogja	2008	4	1927
565	Cronos	1993	3.5	3398
566	Naked in New York	1993	2.9	444
567	Kika	1993	0	0
568	Bhaji on the Beach	1993	3.3	372
569	Little Big League	1994	2.9	2288
570	Kådisbellan	1993	3.5	76
571	Wide-Eyed and Legless	1993	0	0
572	Foreign Student	1994	0	0
573	Io speriamo che me la cavo	1992	3.6	412
574	Spanking the Monkey	1994	3.1	824
575	The Little Rascals	1994	0	0
577	Andre	1994	2.7	2286
579	La scorta	1993	3.3	52
580	Princess Caraboo	1994	3	723
581	The Celluloid Closet	1995	3.9	1222
582	Métisse	1993	0	0
583	Caro diario	1993	4.1	936
585	The Brady Bunch Movie	1995	2.4	3906
586	Home Alone	1990	3.3	66201
587	Ghost	1990	3.5	62365
588	Aladdin	1992	\N	\N
589	Terminator 2: Judgment Day	1991	3.7	77100
590	Dances with Wolves	1990	3.6	28000
591	Tough and Deadly	1995	\N	\N
592	Batman	1966	3	13951
593	The Silence of the Lambs	1991	4	98921
594	Snow White and the Seven Dwarfs	1937	0	0
595	Beauty and the Beast	1991	3.7	81050
596	Pinocchio	1940	3.3	19102
597	Pretty Woman	1990	3.5	200724
598	Okno v Parizh	1994	3.9	42
599	The Wild Bunch	1969	4	8004
600	Love and a .45	1994	0	0
602	A Great Day in Harlem	1994	3.9	85
603	Bye Bye Love	1995	2.9	1015
605	One Fine Day	1996	3.1	7990
606	Candyman: Farewell to the Flesh	1995	2.7	4578
608	Fargo	1996	3.9	48610
609	Homeward Bound II: Lost in San Francisco	1996	2.9	5368
610	Heavy Metal	1981	3.3	6386
611	Hellraiser: Bloodline	1996	2.9	4846
612	The Pallbearer	1996	2.3	1285
613	Jane Eyre	2006	\N	\N
614	Loaded	2008	0	0
615	Pane e cioccolata	1973	0	0
616	The AristoCats	1970	3.3	23247
617	La flor de mi secreto	1995	3.7	1997
618	Two Much	1995	2.7	947
619	Ed	2000	\N	\N
620	Cerro Torre: Schrei aus Stein	1991	0	0
621	Ma saison préférée	1993	0	0
623	A Modern Affair	1995	3.2	63
624	Condition Red	1995	\N	\N
625	Asfour Stah	1990	0	0
626	A Thin Line Between Love and Hate	1996	3.5	3360
627	The Last Supper	1995	0	0
628	Primal Fear	1996	3.7	15640
629	Rude Boy	1980	0	0
630	Carried Away	1996	3.3	256
631	All Dogs Go to Heaven 2	1996	2.8	10564
632	Land and Freedom	1995	4.3	1552
633	Denise Calls Up	1995	3.4	47
634	Theodore Rex	1995	0	0
635	A Family Thing	1996	3.4	546
636	Nina Frisk	2007	0	0
637	Sgt. Bilko	1996	2.6	3074
638	Jack & Sarah	1995	3.6	1366
639	Girl 6	1996	0	0
640	Diabolique	1996	2.7	1450
641	Un indien dans la ville	1994	2.8	552
643	Peanuts - Die Bank zahlt alles	1996	\N	\N
645	Nelly & Monsieur Arnaud	1995	3.8	381
647	Courage Under Fire	1996	3.2	6918
648	Mission: Impossible III	2006	3.3	86328
649	Cold Fever	1995	3.9	284
650	Moll Flanders	1996	3.5	855
651	Das Superweib	1996	\N	\N
652	301, 302	1995	3.7	163
653	DragonHeart	1996	3.2	19438
655	Mutters Courage	1995	0	0
656	48 Hrs.	1982	3.2	10471
658	Billy's Holiday	1995	0	0
659	Plein soleil	1960	4	670
660	August Rush	2007	4	105941
661	James and the Giant Peach	1996	3	18876
662	Fear	1996	3.2	11285
663	Kids in the Hall: Brain Candy	1996	3.4	2060
664	Faithful	1996	3.1	397
665	Underground	1995	4.4	6157
666	Lust och fägring stor	1995	0	0
667	Bloodsport 2	1996	0	0
668	Pather Panchali	1955	4.5	1572
670	Apur Sansar	1959	4.4	1009
671	Mystery Science Theater 3000: The Movie	1996	3.8	4508
673	Space Jam	1996	2.9	27911
674	Barbarella	1968	3	5461
678	Some Folks Call It a Sling Blade	1994	0	0
679	The Run of the Country	1995	3.3	237
680	Alphaville, une étrange aventure de Lemmy Caution	1965	3.9	4907
681	Coup de torchon	1981	3.8	497
682	Tigrero: A Film That Was Never Made	1994	0	0
683	L'oeil de Vichy	1993	0	0
685	It's My Party	1996	3.7	843
687	Country Life	1994	3.1	265
688	Operation Dumbo Drop	1995	2.4	2200
690	Das Versprechen	1995	3.7	95
691	Mrs. Winterbourne	1996	3.1	2892
692	Solo	1996	2.3	827
693	Etz Hadomim Tafus	1995	0	0
694	The Substitute	1996	2.9	1815
695	True Crime	1999	3.2	2873
696	Butterfly Kiss	1995	3.2	586
697	Feeling Minnesota	1996	2.7	2783
698	Delta of Venus	1995	0	0
700	Angus, Thongs and Perfect Snogging	2008	3.9	6295
701	Daens	1992	0	0
702	Face/Off	1997	3.5	62348
703	Boy A	2007	3.5	5895
704	Galaxy Quest	1999	3	19804
705	Così fan tutte	1992	0	0
706	Sunset Park	1996	3.6	636
707	Mulholland Falls	1996	2.9	1519
708	The Truth About Cats & Dogs	1996	2.9	6120
709	Oliver & Company	1988	3.3	9618
710	Celtic Pride	1996	2.6	1756
711	Flipper	1996	2.6	6086
712	La captive	2000	3	119
713	Of Love and Shadows	1994	0	0
714	Dead Man	1995	4	16798
715	Le hussard sur le toit	1995	3.7	1134
716	The Jezebels	1975	3.5	847
717	Boca a boca	1995	3.3	162
718	Les visiteurs	1993	3.7	3693
719	Multiplicity	1996	2.7	4648
720	Wallace & Gromit: The Best of Aardman Animation	1996	\N	\N
722	The Haunted World of Edward D. Wood Jr.	1995	0	0
724	The Craft	1996	3.1	23740
725	The Great White Hype	1996	2.7	1488
726	Save the Last Dance	2001	0	0
727	War Stories	2003	0	0
728	Cold Comfort Farm	1995	3.7	1564
729	Institute Benjamenta, or This Dream People Call Human Life	1995	4.2	375
730	The Riches	2007	\N	\N
731	Heaven's Prisoners	1996	2.7	457
733	The Rock	1996	3.6	45013
734	Getting Away with Murder	1996	2.8	747
735	Dellamorte Dellamore	1994	3.8	3149
736	Twister	1996	3.2	45771
737	Barb Wire	1996	\N	\N
738	Le garçu	1995	0	0
741	Kôkaku kidôtai	1995	3.9	25483
742	Thinner	1996	2.7	3249
743	Spy Hard	1996	2.5	4450
744	Brothers in Trouble	1995	0	0
745	Wallace and Gromit in A Close Shave	1995	0	0
746	Force of Evil	1948	3.7	600
